age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
38,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
38,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,60,United-States,LessThan50K
18,Private,HS-grad,Never-Married,Professional,Not-in-family,White,Male,None,None,30,United-States,LessThan50K
47,Private,HS-grad,Married,Professional,Husband,White,Male,Low,None,24,United-States,LessThan50K
22,Private,HS-grad,Never-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
21,Private,HS-Graduate,Married,White-Collar,Husband,White,Male,None,High,48,United-States,LessThan50K
40,Private,Prof-School,Married,Professional,Husband,White,Male,High,None,55,Euro_1,GreaterThan50K
23,Private,Bachelors,Never-Married,Blue-Collar,Own-child,White,Female,None,Low,40,United-States,LessThan50K
25,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
44,Self-Employed,HS-Graduate,Never-Married,Sales,Not-in-family,White,Male,None,High,60,United-States,LessThan50K
43,Private,HS-grad,Married,Admin,Wife,White,Female,None,None,25,United-States,GreaterThan50K
31,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,High,55,United-States,GreaterThan50K
33,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
41,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
29,Self-Employed,Masters,Married,Blue-Collar,Husband,White,Male,None,None,30,United-States,LessThan50K
78,Private,Dropout,Married,Blue-Collar,Husband,White,Male,Low,None,15,United-States,LessThan50K
64,Self-Employed,HS-grad,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
58,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
20,Private,HS-grad,Never-Married,Admin,Own-child,White,Female,None,None,40,United-States,LessThan50K
35,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
27,Other-Govt,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
37,Self-Employed,HS-grad,Married,Sales,Husband,White,Male,High,None,50,United-States,GreaterThan50K
42,Private,Associates,Never-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
47,Other-Govt,Dropout,Married,Admin,Husband,White,Male,None,None,35,Latin-America,LessThan50K
29,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,Black,Female,None,None,40,United-States,LessThan50K
33,Private,Dropout,Never-Married,Sales,Own-child,White,Female,None,None,24,United-States,LessThan50K
44,Private,HS-Graduate,Widowed,White-Collar,Not-in-family,Black,Female,None,None,40,United-States,LessThan50K
25,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,78,United-States,LessThan50K
24,Other-Govt,Bachelors,Never-Married,Admin,Other-relative,White,Female,None,None,10,United-States,LessThan50K
42,Other-Govt,Bachelors,Not-Married,Admin,Unmarried,Black,Female,Low,None,40,United-States,LessThan50K
53,Private,Bachelors,Married,White-Collar,Husband,Black,Male,None,None,50,United-States,GreaterThan50K
39,Private,Bachelors,Not-Married,White-Collar,Unmarried,Black,Female,None,None,60,United-States,LessThan50K
72,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
43,Self-Employed,Dropout,Never-Married,Sales,Own-child,White,Female,None,None,44,Euro_2,LessThan50K
25,Other-Govt,HS-Graduate,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,LessThan50K
37,Private,Associates,Married,Professional,Husband,White,Male,None,None,45,United-States,GreaterThan50K
27,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
39,Private,Doctorate,Married,Professional,Husband,White,Male,None,None,50,United-States,GreaterThan50K
64,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,Low,None,24,Euro_1,LessThan50K
29,Self-Employed,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,50,United-States,GreaterThan50K
50,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
33,Private,Dropout,Never-Married,Service,Unmarried,White,Female,None,None,40,Latin-America,LessThan50K
18,Private,HS-grad,Never-Married,Sales,Not-in-family,White,Female,None,None,20,United-States,LessThan50K
20,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,32,Latin-America,LessThan50K
32,Private,HS-Graduate,Not-Married,Other-Occupations,Unmarried,White,Female,None,None,50,United-States,LessThan50K
45,Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
48,Private,HS-grad,Married,Blue-Collar,Wife,Black,Female,None,None,40,United-States,LessThan50K
23,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Female,None,None,40,United-States,LessThan50K
34,Federal-Govt,Bachelors,Married,Other-Occupations,Husband,White,Male,None,High,48,United-States,GreaterThan50K
43,Private,Bachelors,Not-Married,White-Collar,Unmarried,White,Male,High,None,40,United-States,GreaterThan50K
44,Private,Bachelors,Married,Sales,Husband,Asian,Male,None,None,40,United-States,GreaterThan50K
47,Self-Employed,HS-Graduate,Married,Other-Occupations,Husband,Black,Male,None,None,40,United-States,GreaterThan50K
47,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,Black,Female,None,None,40,United-States,LessThan50K
46,Other-Govt,Dropout,Never-Married,Service,Not-in-family,Amer-Indian,Female,None,None,20,United-States,LessThan50K
19,Private,HS-grad,Never-Married,Sales,Own-child,White,Female,None,None,40,United-States,LessThan50K
51,Private,HS-grad,Married,Admin,Husband,White,Male,None,None,40,United-States,LessThan50K
41,Self-Employed,HS-grad,Not-Married,White-Collar,Unmarried,White,Male,None,None,40,United-States,LessThan50K
37,Private,Dropout,Not-Married,Service,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
31,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
25,Private,HS-grad,Never-Married,Service,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
46,Private,HS-Graduate,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,GreaterThan50K
53,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,Low,None,45,United-States,GreaterThan50K
47,Other-Govt,Doctorate,Never-Married,Professional,Unmarried,White,Female,None,None,40,United-States,LessThan50K
28,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
60,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,Low,None,46,United-States,LessThan50K
43,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
45,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,High,None,50,United-States,GreaterThan50K
28,Private,Dropout,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,40,Latin-America,LessThan50K
19,Private,Dropout,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,30,United-States,LessThan50K
51,Self-Employed,Prof-School,Married,Professional,Husband,Other,Male,High,None,70,British-Commonwealth,GreaterThan50K
19,Private,HS-grad,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,35,United-States,LessThan50K
64,Private,Doctorate,Married,Professional,Husband,White,Male,None,None,60,United-States,GreaterThan50K
44,Private,Doctorate,Married,White-Collar,Husband,White,Male,None,None,60,United-States,GreaterThan50K
21,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,48,United-States,LessThan50K
33,Private,HS-grad,Never-Married,Professional,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
63,Private,Bachelors,Married,Other-Occupations,Husband,Asian,Male,None,None,40,SE-Asia,GreaterThan50K
44,Other-Govt,Masters,Married,Professional,Husband,White,Male,High,None,35,United-States,GreaterThan50K
28,Federal-Govt,HS-grad,Never-Married,White-Collar,Unmarried,White,Female,None,None,70,Latin-America,LessThan50K
24,Private,Bachelors,Never-Married,Sales,Own-child,White,Male,None,None,40,United-States,LessThan50K
20,Federal-Govt,HS-Graduate,Never-Married,Admin,Own-child,Black,Female,None,None,20,United-States,LessThan50K
20,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
21,Private,HS-grad,Never-Married,Blue-Collar,Own-child,Amer-Indian,Male,None,None,40,United-States,LessThan50K
34,Federal-Govt,HS-Graduate,Married,Blue-Collar,Husband,Black,Male,None,None,52,United-States,LessThan50K
17,Private,Dropout,Never-Married,Sales,Own-child,White,Female,None,None,15,United-States,LessThan50K
35,Private,Dropout,Not-Married,Service,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
26,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
35,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,70,United-States,LessThan50K
25,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
27,Self-Employed,HS-Graduate,Married,Service,Husband,White,Male,None,None,40,United-States,LessThan50K
52,Other-Govt,Associates,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,GreaterThan50K
43,Self-Employed,Bachelors,Never-Married,Professional,Unmarried,White,Female,None,None,50,United-States,LessThan50K
36,Private,Masters,Married,Sales,Husband,White,Male,High,None,50,United-States,GreaterThan50K
37,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
58,Private,HS-grad,Never-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
25,Private,Associates,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,45,United-States,LessThan50K
54,Private,Masters,Married,Service,Husband,White,Male,None,None,40,United-States,LessThan50K
65,Self-Employed,Bachelors,Married,White-Collar,Husband,White,Male,High,None,65,United-States,GreaterThan50K
44,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,Asian,Female,None,None,45,SE-Asia,LessThan50K
61,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,South-America,LessThan50K
29,Private,HS-grad,Married,Blue-Collar,Husband,Amer-Indian,Male,None,None,40,United-States,LessThan50K
34,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
24,Other-Govt,HS-Graduate,Never-Married,Service,Not-in-family,White,Female,None,None,40,British-Commonwealth,LessThan50K
40,Private,Associates,Married,Other-Occupations,Husband,White,Male,None,None,42,United-States,GreaterThan50K
42,Self-Employed,Prof-School,Married,Professional,Husband,White,Male,None,None,60,Other,GreaterThan50K
50,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
49,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
38,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
41,Private,HS-grad,Married,Admin,Husband,Black,Male,None,None,45,United-States,LessThan50K
70,Self-Employed,HS-Graduate,Never-Married,White-Collar,Not-in-family,White,Male,None,None,5,United-States,LessThan50K
51,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
24,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
57,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,48,United-States,GreaterThan50K
22,Private,HS-Graduate,Never-Married,Admin,Own-child,White,Female,None,None,20,United-States,LessThan50K
31,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
28,Private,HS-Graduate,Married,Other-Occupations,Wife,White,Female,None,None,40,United-States,LessThan50K
45,Self-Employed,HS-grad,Married,White-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
39,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
26,Private,HS-Graduate,Never-Married,Sales,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
38,Private,HS-grad,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,LessThan50K
38,Self-Employed,Masters,Married,Professional,Husband,Black,Male,High,None,60,United-States,GreaterThan50K
19,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,20,United-States,LessThan50K
30,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,44,United-States,LessThan50K
28,Private,Masters,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
53,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,Black,Male,None,None,40,Latin-America,LessThan50K
32,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,None,None,38,United-States,LessThan50K
57,Self-Employed,Prof-School,Married,Professional,Husband,White,Male,High,None,60,United-States,GreaterThan50K
47,Private,Masters,Not-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
36,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,56,United-States,LessThan50K
21,Private,Dropout,Never-Married,Sales,Own-child,White,Female,None,None,38,United-States,LessThan50K
25,Other-Govt,Bachelors,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,GreaterThan50K
37,Private,HS-grad,Not-Married,Other-Occupations,Unmarried,White,Female,None,None,40,United-States,LessThan50K
31,Private,HS-grad,Not-Married,Service,Unmarried,White,Female,None,None,30,United-States,LessThan50K
43,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
61,Private,HS-grad,Not-Married,Sales,Unmarried,White,Female,None,High,25,United-States,LessThan50K
56,Private,HS-Graduate,Married,Admin,Husband,White,Male,None,None,35,United-States,LessThan50K
59,Private,Dropout,Not-Married,Service,Own-child,Black,Female,None,None,38,United-States,LessThan50K
44,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,Low,55,United-States,GreaterThan50K
47,Private,Masters,Not-Married,Professional,Unmarried,White,Female,None,None,40,United-States,LessThan50K
44,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,55,United-States,GreaterThan50K
64,Private,HS-Graduate,Married,Service,Husband,White,Male,None,None,40,United-States,LessThan50K
26,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,LessThan50K
53,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
46,Private,HS-grad,Not-Married,Admin,Not-in-family,White,Female,None,None,44,United-States,LessThan50K
45,Self-Employed,HS-grad,Married,Sales,Husband,White,Male,None,None,50,United-States,GreaterThan50K
44,Federal-Govt,HS-grad,Never-Married,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
59,Self-Employed,HS-Graduate,Married,White-Collar,Husband,White,Male,None,High,48,United-States,GreaterThan50K
65,Self-Employed,Doctorate,Married,White-Collar,Husband,White,Male,High,None,40,United-States,GreaterThan50K
23,Private,HS-grad,Never-Married,Blue-Collar,Own-child,Black,Female,None,None,40,United-States,LessThan50K
33,Private,HS-Graduate,Not-Married,Admin,Unmarried,Black,Female,None,None,38,United-States,LessThan50K
34,Private,HS-grad,Not-Married,Sales,Own-child,White,Female,None,None,35,United-States,LessThan50K
38,Private,Associates,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
62,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,35,United-States,GreaterThan50K
21,Private,HS-Graduate,Never-Married,Sales,Other-relative,White,Male,None,None,40,United-States,LessThan50K
41,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,8,United-States,LessThan50K
35,Private,HS-grad,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,40,South-America,LessThan50K
62,Other-Govt,HS-Graduate,Not-Married,Service,Not-in-family,White,Male,None,None,45,United-States,LessThan50K
53,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
69,Other-Govt,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,16,United-States,LessThan50K
19,Self-Employed,HS-Graduate,Never-Married,Sales,Own-child,White,Female,None,None,16,United-States,LessThan50K
47,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
52,Self-Employed,HS-Graduate,Married,Sales,Husband,White,Male,None,None,90,United-States,GreaterThan50K
54,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
30,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,73,United-States,GreaterThan50K
39,Private,HS-grad,Married,Admin,Wife,White,Female,None,None,25,United-States,LessThan50K
73,Private,Bachelors,Married,Professional,Husband,White,Male,Low,None,75,United-States,LessThan50K
64,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
32,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
51,Private,HS-grad,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
57,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
25,Private,HS-grad,Never-Married,Blue-Collar,Unmarried,White,Male,None,None,40,United-States,LessThan50K
53,Private,HS-grad,Married,Service,Husband,Black,Male,None,Low,40,United-States,LessThan50K
39,Private,HS-Graduate,Never-Married,Service,Not-in-family,White,Female,None,None,25,United-States,LessThan50K
49,Private,HS-grad,Not-Married,Admin,Unmarried,White,Female,None,None,16,United-States,LessThan50K
23,Other-Govt,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,Low,40,United-States,LessThan50K
28,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,None,None,55,United-States,GreaterThan50K
46,Private,Masters,Married,Professional,Husband,White,Male,None,High,50,United-States,GreaterThan50K
40,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,Black,Male,None,None,40,United-States,LessThan50K
24,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
50,Private,Dropout,Married,Service,Husband,White,Male,None,None,8,South-America,LessThan50K
35,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
33,Other-Govt,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,None,46,United-States,LessThan50K
54,Federal-Govt,Bachelors,Not-Married,White-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
35,Other-Govt,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,LessThan50K
31,Other-Govt,HS-grad,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,GreaterThan50K
47,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
48,Private,HS-grad,Not-Married,Sales,Own-child,White,Female,None,None,20,United-States,LessThan50K
33,Other-Govt,Associates,Never-Married,Admin,Own-child,White,Male,None,Low,55,United-States,LessThan50K
35,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
36,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,Black,Male,None,None,40,Latin-America,LessThan50K
30,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,None,None,55,United-States,LessThan50K
39,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,55,United-States,GreaterThan50K
25,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,Amer-Indian,Male,None,None,40,United-States,LessThan50K
40,Private,HS-grad,Not-Married,Service,Not-in-family,White,Female,None,None,35,United-States,LessThan50K
25,Self-Employed,HS-grad,Married,White-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
33,Private,HS-grad,Married,Blue-Collar,Wife,White,Female,None,None,40,Latin-America,LessThan50K
53,Federal-Govt,HS-Graduate,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
18,Private,Dropout,Never-Married,Service,Own-child,White,Male,None,None,10,United-States,LessThan50K
41,Private,HS-grad,Never-Married,Blue-Collar,Unmarried,Black,Male,None,None,40,United-States,LessThan50K
25,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,50,United-States,LessThan50K
66,Self-Employed,Dropout,Widowed,Blue-Collar,Unmarried,White,Male,None,None,50,United-States,LessThan50K
53,Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,Low,None,40,United-States,LessThan50K
27,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
28,Private,HS-grad,Not-Married,Sales,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
23,Private,HS-grad,Never-Married,Blue-Collar,Own-child,Black,Male,None,None,40,United-States,LessThan50K
29,Self-Employed,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,80,United-States,LessThan50K
26,Private,HS-Graduate,Married,White-Collar,Wife,White,Female,None,None,40,United-States,LessThan50K
26,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,42,United-States,LessThan50K
26,Private,Dropout,Never-Married,Service,Not-in-family,White,Male,None,None,35,United-States,LessThan50K
38,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
36,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,Latin-America,LessThan50K
34,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,High,None,45,United-States,GreaterThan50K
32,Federal-Govt,HS-grad,Never-Married,Admin,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
57,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
31,Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
38,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,None,None,38,United-States,LessThan50K
39,Private,HS-grad,Not-Married,Service,Not-in-family,Other,Female,None,None,40,Latin-America,LessThan50K
35,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,High,40,United-States,LessThan50K
18,Private,Dropout,Never-Married,Service,Own-child,White,Female,None,None,20,United-States,LessThan50K
28,Private,HS-grad,Never-Married,Service,Not-in-family,Black,Male,None,None,40,United-States,LessThan50K
41,Self-Employed,Masters,Never-Married,White-Collar,Not-in-family,White,Female,None,None,55,United-States,LessThan50K
39,Federal-Govt,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
31,Federal-Govt,HS-Graduate,Never-Married,Other-Occupations,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
38,Other-Govt,HS-grad,Not-Married,Admin,Not-in-family,White,Female,None,None,38,United-States,LessThan50K
27,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
42,Private,Masters,Married,Professional,Husband,Asian,Male,None,High,55,British-Commonwealth,GreaterThan50K
46,Private,Bachelors,Not-Married,Professional,Unmarried,Black,Female,None,None,36,United-States,LessThan50K
20,Private,HS-grad,Never-Married,Admin,Own-child,White,Female,None,None,40,United-States,LessThan50K
42,Private,HS-Graduate,Not-Married,Professional,Unmarried,White,Female,None,None,20,United-States,LessThan50K
69,Private,HS-grad,Widowed,White-Collar,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
47,Federal-Govt,Associates,Married,Admin,Wife,White,Female,None,None,35,United-States,LessThan50K
49,Other-Govt,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,Euro_2,LessThan50K
20,Private,HS-Graduate,Never-Married,White-Collar,Own-child,White,Female,None,None,30,United-States,LessThan50K
52,Private,Dropout,Married,Sales,Wife,White,Female,None,None,15,South-America,LessThan50K
33,Private,Dropout,Married,Service,Husband,White,Male,None,None,59,Latin-America,LessThan50K
18,Private,Dropout,Never-Married,Service,Own-child,White,Female,None,None,6,United-States,LessThan50K
55,Self-Employed,HS-grad,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,55,United-States,LessThan50K
61,Private,Dropout,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,LessThan50K
61,Federal-Govt,HS-Graduate,Married,Admin,Husband,White,Male,High,None,40,United-States,GreaterThan50K
39,Private,Bachelors,Not-Married,White-Collar,Not-in-family,White,Male,None,None,45,United-States,GreaterThan50K
30,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
61,Private,HS-grad,Not-Married,Admin,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
36,Private,Associates,Married,Sales,Wife,White,Female,None,None,15,United-States,LessThan50K
34,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
53,Private,Masters,Married,Professional,Husband,Asian,Male,Low,None,40,British-Commonwealth,GreaterThan50K
38,Private,Associates,Married,Other-Occupations,Wife,White,Female,None,None,36,United-States,GreaterThan50K
46,Private,Bachelors,Married,White-Collar,Husband,White,Male,Low,None,50,United-States,GreaterThan50K
27,Other-Govt,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
32,Self-Employed,Dropout,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,40,Latin-America,LessThan50K
60,Other-Govt,Bachelors,Widowed,Professional,Unmarried,White,Female,None,None,60,United-States,GreaterThan50K
23,Private,Bachelors,Never-Married,White-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
29,Private,Bachelors,Never-Married,Professional,Unmarried,White,Female,High,None,50,United-States,GreaterThan50K
22,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,50,United-States,LessThan50K
25,Private,HS-grad,Never-Married,Sales,Own-child,White,Male,None,None,35,United-States,LessThan50K
29,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,None,None,48,United-States,LessThan50K
90,Federal-Govt,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,30,United-States,LessThan50K
37,Other-Govt,HS-grad,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
32,Private,HS-grad,Never-Married,Blue-Collar,Own-child,Black,Male,None,None,38,United-States,LessThan50K
18,Private,HS-grad,Not-Married,Service,Own-child,Black,Male,None,None,40,Latin-America,LessThan50K
35,Private,HS-Graduate,Never-Married,Service,Not-in-family,White,Female,None,None,65,United-States,LessThan50K
50,Private,Dropout,Married,Blue-Collar,Husband,White,Male,Low,None,40,United-States,LessThan50K
54,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,Low,None,40,United-States,GreaterThan50K
43,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,45,United-States,GreaterThan50K
28,Self-Employed,HS-grad,Never-Married,White-Collar,Not-in-family,White,Male,None,None,65,United-States,GreaterThan50K
51,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,Latin-America,LessThan50K
31,Private,HS-Graduate,Never-Married,Blue-Collar,Unmarried,White,Male,None,None,42,Latin-America,LessThan50K
69,Private,HS-grad,Not-Married,Blue-Collar,Unmarried,Black,Female,Low,None,40,United-States,LessThan50K
57,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
28,Private,Dropout,Not-Married,Blue-Collar,Own-child,White,Female,None,None,40,United-States,LessThan50K
25,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,95,United-States,LessThan50K
49,Self-Employed,Associates,Married,Blue-Collar,Husband,White,Male,None,None,30,South-America,LessThan50K
52,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
32,Private,Dropout,Not-Married,Blue-Collar,Other-relative,White,Male,None,None,40,South-America,LessThan50K
31,Private,HS-Graduate,Never-Married,Sales,Not-in-family,Asian,Female,None,None,50,United-States,LessThan50K
30,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,50,United-States,LessThan50K
